time,pos1,pos2,vel1,vel2,tau1,tau2,K11,K12,K13,K14,K21,K22,K23,K24,k1,k2
5.65, 2.93027, 0.312985, 0.890869, -0.937498, 0, -0.183538, 0, 0, 0, 0, 9.02167, 3.01175, 1.78333, 0.788758, 0, 5.78975e-05
5.675, 2.95132, 0.290458, 0.798939, -0.872874, 0, -0.167834, 0, 0, 0, 0, 9.02196, 3.01849, 1.78409, 0.789187, 0, 4.49269e-05
5.7, 2.97019, 0.269515, 0.715797, -0.810242, 0, -0.153778, 0, 0, 0, 0, 9.02189, 3.02381, 1.78478, 0.789608, 0, 3.18251e-05
5.725, 2.98709, 0.250092, 0.640991, -0.750673, 0, -0.141156, 0, 0, 0, 0, 9.02162, 3.02801, 1.78541, 0.790011, 0, 1.96264e-05
5.75, 3.00222, 0.232105, 0.57398, -0.694816, 0, -0.12977, 0, 0, 0, 0, 9.02127, 3.03135, 1.78599, 0.790392, 0, 9.0682e-06
5.775, 3.01578, 0.215458, 0.514153, -0.642964, 0, -0.119445, 0, 0, 0, 0, 9.02089, 3.03401, 1.78651, 0.79075, 0, 6.82744e-07
5.8, 3.02792, 0.200051, 0.460862, -0.595145, 0, -0.110041, 0, 0, 0, 0, 9.02054, 3.03615, 1.78699, 0.791083, 0, -5.13485e-06
5.825, 3.03881, 0.185785, 0.413455, -0.551218, 0, -0.101443, 0, 0, 0, 0, 9.02024, 3.03787, 1.78744, 0.791393, 0, -8.08081e-06
5.85, 3.04858, 0.172567, 0.371307, -0.510941, 0, -0.0935561, 0, 0, 0, 0, 9.02001, 3.03927, 1.78785, 0.791682, 0, -7.9168e-06
5.875, 3.05736, 0.160308, 0.333832, -0.474027, 0, -0.0863065, 0, 0, 0, 0, 9.01987, 3.04042, 1.78823, 0.791951, 0, -4.45911e-06
5.9, 3.06526, 0.14893, 0.300499, -0.440179, 0, -0.0796307, 0, 0, 0, 0, 9.01983, 3.04137, 1.78859, 0.792202, 0, 2.42172e-06
5.925, 3.07238, 0.13836, 0.270827, -0.40911, 0, -0.0734746, 0, 0, 0, 0, 9.01987, 3.04218, 1.78892, 0.792438, 0, 1.27952e-05
5.95, 3.07879, 0.128531, 0.244389, -0.380551, 0, -0.0677905, 0, 0, 0, 0, 9.02002, 3.04288, 1.78925, 0.79266, 0, 2.66621e-05
5.975, 3.08458, 0.119385, 0.220805, -0.354253, 0, -0.0625361, 0, 0, 0, 0, 9.02026, 3.04349, 1.78956, 0.79287, 0, 4.39463e-05
6, 3.08982, 0.110868, 0.199739, -0.329991, 0, -0.0576734, 0, 0, 0, 0, 9.0206, 3.04404, 1.78986, 0.793069, 0, 6.44869e-05
6.025, 3.09456, 0.102931, 0.180893, -0.307556, 0, -0.0531681, 0, 0, 0, 0, 9.02102, 3.04455, 1.79015, 0.79326, 0, 8.80336e-05
6.05, 3.09885, 0.0955328, 0.164, -0.286758, 0, -0.0489903, 0, 0, 0, 0, 9.02154, 3.04502, 1.79044, 0.793444, 0, 0.000114245
6.075, 3.10275, 0.0886338, 0.148825, -0.267422, 0, -0.0451133, 0, 0, 0, 0, 9.02213, 3.04547, 1.79073, 0.79362, 0, 0.000142686
6.1, 3.10628, 0.0821998, 0.135159, -0.249391, 0, -0.0415145, 0, 0, 0, 0, 9.02278, 3.04591, 1.791, 0.793789, 0, 0.000172836
6.125, 3.10949, 0.0762, 0.122816, -0.23252, 0, -0.0381744, 0, 0, 0, 0, 9.02346, 3.04632, 1.79127, 0.79395, 0, 0.000204088
6.15, 3.11241, 0.0706073, 0.111636, -0.216686, 0, -0.0350767, 0, 0, 0, 0, 9.02415, 3.04671, 1.79152, 0.794101, 0, 0.000235754
6.175, 3.11506, 0.0653971, 0.101477, -0.201779, 0, -0.0322079, 0, 0, 0, 0, 9.02479, 3.04706, 1.79175, 0.794238, 0, 0.000267075
6.2, 3.11747, 0.0605476, 0.0922181, -0.187712, 0, -0.0295564, 0, 0, 0, 0, 9.02531, 3.04733, 1.79195, 0.794354, 0, 0.000297227
6.225, 3.11966, 0.0560387, 0.0837576, -0.174413, 0, -0.0271122, 0, 0, 0, 0, 9.0256, 3.04751, 1.79208, 0.794441, 0, 0.000325326
6.25, 3.12165, 0.0518519, 0.0760109, -0.161829, 0, -0.0248664, 0, 0, 0, 0, 9.02555, 3.04754, 1.79214, 0.794487, 0, 0.000350437
6.275, 3.12345, 0.0479699, 0.0689089, -0.149927, 0, -0.0228104, 0, 0, 0, 0, 9.02495, 3.04733, 1.79208, 0.794473, 0, 0.000371583
6.3, 3.12509, 0.0443761, 0.0623964, -0.138684, 0, -0.0209354, 0, 0, 0, 0, 9.02358, 3.04682, 1.79185, 0.794378, 0, 0.000387751
6.325, 3.12657, 0.0410541, 0.05643, -0.128092, 0, -0.0192322, 0, 0, 0, 0, 9.02112, 3.04585, 1.79139, 0.79417, 0, 0.000397908
6.35, 3.1279, 0.0379876, 0.050976, -0.118154, 0, -0.0176909, 0, 0, 0, 0, 9.01715, 3.04428, 1.79062, 0.79381, 0, 0.000401005
6.375, 3.12911, 0.0351604, 0.0460081, -0.108875, 0, -0.0163005, 0, 0, 0, 0, 9.01115, 3.04188, 1.78943, 0.793245, 0, 0.000395998
6.4, 3.1302, 0.0325559, 0.0415051, -0.100267, 0, -0.015049, 0, 0, 0, 0, 9.00244, 3.03838, 1.78769, 0.79241, 0, 0.000381862
6.425, 3.13118, 0.0301572, 0.0374489, -0.0923386, 0, -0.0139235, 0, 0, 0, 0, 8.99017, 3.03345, 1.78521, 0.79122, 0, 0.000357613
6.45, 3.13207, 0.0279475, 0.0338226, -0.0850943, 0, -0.0129103, 0, 0, 0, 0, 8.97326, 3.02664, 1.78178, 0.78957, 0, 0.000322337
6.475, 3.13287, 0.0259096, 0.0306087, -0.078533, 0, -0.0119951, 0, 0, 0, 0, 8.9504, 3.01741, 1.77713, 0.787327, 0, 0.000275215
6.5, 3.13359, 0.0240268, 0.0277879, -0.0726442, 0, -0.0111635, 0, 0, 0, 0, 8.91993, 3.0051, 1.77093, 0.784332, 0, 0.000215569
6.525, 3.13426, 0.0222825, 0.0253378, -0.067407, 0, -0.0104012, 0, 0, 0, 0, 8.87988, 2.98891, 1.76277, 0.780386, 0, 0.000142897
6.55, 3.13486, 0.020661, 0.0232327, -0.0627893, 0, -0.00969447, 0, 0, 0, 0, 8.82783, 2.96786, 1.75216, 0.775252, 0, 5.69318e-05
6.575, 3.13541, 0.0191472, 0.0214427, -0.0587475, 0, -0.00903053, 0, 0, 0, 0, 8.76095, 2.94078, 1.73852, 0.76865, 0, -4.23071e-05
6.6, 3.13593, 0.0177277, 0.0199344, -0.0552274, 0, -0.008398, 0, 0, 0, 0, 8.67592, 2.90635, 1.72117, 0.760251, 0, -0.00015445
6.625, 3.13641, 0.0163901, 0.0186711, -0.0521655, 0, -0.00778719, 0, 0, 0, 0, 8.56893, 2.86301, 1.69935, 0.74968, 0, -0.000278715
6.65, 3.13686, 0.0151239, 0.0176135, -0.0494908, 0, -0.00719042, 0, 0, 0, 0, 8.43577, 2.80906, 1.67218, 0.736519, 0, -0.000413839
6.675, 3.13729, 0.0139205, 0.0167212, -0.0471279, 0, -0.0066022, 0, 0, 0, 0, 8.27189, 2.74265, 1.63874, 0.720322, 0, -0.00055803
6.7, 3.13769, 0.012773, 0.0159538, -0.0449994, 0, -0.00601941, 0, 0, 0, 0, 8.07261, 2.6619, 1.59808, 0.700627, 0, -0.000708924
6.725, 3.13808, 0.0116766, 0.0152723, -0.0430302, 0, -0.00544127, 0, 0, 0, 0, 7.83346, 2.565, 1.5493, 0.676996, 0, -0.000863576
6.75, 3.13845, 0.0106281, 0.0146411, -0.0411502, 0, -0.00486924, 0, 0, 0, 0, 7.55059, 2.45041, 1.49161, 0.649053, 0, -0.0010185
6.775, 3.13881, 0.00962606, 0.0140294, -0.0392983, 0, -0.0043068, 0, 0, 0, 0, 7.22138, 2.31708, 1.42448, 0.616544, 0, -0.00116975
6.8, 3.13915, 0.00867044, 0.0134125, -0.0374255, 0, -0.00375904, 0, 0, 0, 0, 6.84508, 2.16473, 1.34776, 0.5794, 0, -0.00131314
6.825, 3.13948, 0.00776217, 0.0127735, -0.0354974, 0, -0.00323214, 0, 0, 0, 0, 6.42344, 1.99407, 1.26183, 0.5378, 0, -0.00144441
6.85, 3.13979, 0.00690284, 0.0121037, -0.0334961, 0, -0.00273274, 0, 0, 0, 0, 5.96122, 1.80706, 1.16766, 0.49222, 0, -0.00155967
6.875, 3.14008, 0.00609429, 0.0114028, -0.0314206, 0, -0.00226725, 0, 0, 0, 0, 5.46639, 1.60689, 1.06688, 0.443449, 0, -0.00165568
6.9, 3.14035, 0.00533819, 0.0106791, -0.0292859, 0, -0.00184109, 0, 0, 0, 0, 4.94979, 1.39792, 0.961701, 0.392557, 0, -0.00173026
6.925, 3.14061, 0.00463564, 0.00994749, -0.0271212, 0, -0.00145807, 0, 0, 0, 0, 4.42439, 1.18533, 0.85478, 0.340818, 0, -0.00178257
6.95, 3.14085, 0.0039869, 0.00922854, -0.0249659, 0, -0.0011198, 0, 0, 0, 0, 3.90404, 0.974612, 0.748935, 0.289588, 0, -0.00181322
6.975, 3.14107, 0.00339117, 0.0085457, -0.0228652, 0, -0.000825438, 0, 0, 0, 0, 3.40207, 0.771011, 0.646882, 0.240164, 0, -0.00182431
7, 3.14127, 0.00284653, 0.00792282, -0.0208643, 0, -0.000571707, 0, 0, 0, 0, 2.93002, 0.578983, 0.550963, 0.193661, 0, -0.00181914
